"id","country","type","revenue","ProductServices"
"Fry, Hayes and Olsen","Novarctica","Entity.Organization.Company",22319.32,"Canned food plant based on two lines: line of tomato products in cans and glass bottles; and cooked legumes (beans and more) made from dry raw material"
"Fry-Sanchez","Arvaros","Entity.Organization.Company",2976383.75,"Together with its subsidiaries (development, production, treatment, processing and marketing of special glasses, crystals, opto-mechanical and electronic devices)"
"Frye, Sexton and Mann","Uzifrica","Entity.Organization.LogisticsCompany",86485,"Wholesale distribution of piece goods, fabrics, knitting yarns, thread and other notions, and hair accessories"
"Fuentes LLC","Novarctica","Entity.Organization.Company",10897.35,"Fabricated metal products"
"Fuentes, Brown and Campbell","Arvaros","Entity.Organization.Company",20866.67,"Unknown"
"Fuentes, Martinez and Porter","Mawandia","Entity.Organization.FishingCompany",213749.92,"Deep-sea tuna longline fishing, deep-sea and coastal purse seiner fishing, crab fishing, bottom longline fishing and slern trawl fishing, tuna farming, manufacturing and trading of dehydrated food and various type of seasonings, and import and export of marine products"
"Fuentes-Frank","Oceanus","Entity.Organization.Company",4737.31,"Unknown"
"Fuller, Bradshaw and Graves","Mawalara","Entity.Organization.Company",20766.67,"Chemicals and allied products"
"Fuller, Hudson and Garcia","Mawalara","Entity.Organization.Company",5316.67,"Unknown"
"Fuller, Miller and Moore","Mawalara","Entity.Organization.Company",7839.74,"Unknown"
"Fuller-Harris","Oceanus","Entity.Organization.Company",30213.22,"Unknown"
"Gaines-Adams","Naraliket","Entity.Organization.Company",9456.67,"Electronic components and systems for automotive interiors"
"Gaines-Hawkins","Quirinelle","Entity.Organization.Company",832981.44,"Plastic materials and resins"
"Gaines-Hudson","Oceanus","Entity.Organization.Company",9648.72,"Promotional products"
"Gallagher-Compton","Oceanus","Entity.Organization.Company",5356.67,"Unknown"
"Gallagher-Johnson","Oceanus","Entity.Organization.Company",14086.5,"Unknown"
"Gallegos and Sons","Oceanus","Entity.Organization.LogisticsCompany",142805.52,"Logistics and transportation services"
"Gallegos, Brooks and Miller","Oceanus","Entity.Organization.Company",11147.18,"Unknown"
"Gallegos, Myers and Cook","Imazam","Entity.Organization.FishingCompany",246148.09,"Fish and seafood products"
"Gallegos, Rivera and Richardson","Oceanus","Entity.Organization.Company",5196.67,"Unknown"
"Gallegos-Gonzalez","Oceanus","Entity.Organization.Company",5776.67,"Unknown"
"Gallegos-Nash","Nalaloria","Entity.Organization.Company",48699.57,"Cold soluble gelatine, fish gelatine, fish collagen and ingredient blends"
"Gallegos-Santos","Oceanus","Entity.Organization.Company",35960.18,"Unknown"
"Galloway, Kerr and Gould","Oceanus","Entity.Organization.Company",5106.67,"Unknown"
"Galvan Inc","Mawalara","Entity.Organization.Company",13216.67,"Unknown"
"Galvan LLC","Oceanus","Entity.Organization.Company",4736.67,"Unknown"
"Galvan, Lee and Vasquez","Oceanus","Entity.Organization.Company",25598.54,"Unknown"
"Gamble Group","Isla Solmar","Entity.Organization.Company",11032.76,"Unknown"
"Gamble, Davis and Smith","Mawalara","Entity.Organization.Company",9146.67,"Unknown"
"Gamble-Hansen","Mawalara","Entity.Organization.Company",126666.67,"Stationery, commodity and household items"
"Garcia Inc","Azurionix","Entity.Organization.Company",7446.67,"Banana chips; corn mixture such as Indian namkeen (savories) contains fried corn flakes with a rich mix of Indian spices, peanuts, cashewnuts & raisins; and party potato chips"
"Garcia LLC","Faraluna","Entity.Organization.Company",72757.45,"Food preparations and kindred products"
"Garcia Ltd","Imazam","Entity.Organization.FishingCompany",10846.67,"Seafood products"
"Garcia PLC","Valtalmo","Entity.Organization.Company",8995.67,"Unknown"
"Garcia and Sons","Isla Solmar","Entity.Organization.Company",6056.43,"Unknown"
"Garcia, Acevedo and Key","Oceanus","Entity.Organization.Company",14387.09,"Unknown"
"Garcia, Bright and Morrison","Oceanus","Entity.Organization.Company",18166.67,"Unknown"
"Garcia, Brown and Melton","Quornova","Entity.Organization.Company",9346.67,"Unknown"
"Garcia, Floyd and Garrison","Isla Solmar","Entity.Organization.Company",8226.67,"All types of furnaces, machinery and chemicals intended for fusion, foundry and treatment of metals and ores"
"Garcia, Hall and Tapia","Imazam","Entity.Organization.FinancialCompany",4755.67,"Business services"
"Garcia, Mckee and Moore","Uzifrica","Entity.Organization.FishingCompany",114522.64,"Chilled seafood products"
"Garcia, Merritt and Rose","Oceanus","Entity.Organization.Company",54866.67,"Piece goods, fabrics, knitting yarns, thread and other notions, and hair accessories; Services (Preparation of fibers, weaving of fabric, knitting of fabric, and fiber and fabric finishing, finishing and fabricating fabric products, and basic alterations, such as hemming, taking in or letting out of fabrics, lengthening or shortening services)"
"Garcia, Morrison and Smith","Mawalara","Entity.Organization.Company",6256.67,"Unknown"
"Garcia, Perkins and Cuevas","Quornova","Entity.Organization.Company",57685.08,"Sells stainless steel pipes, alloy steel tubes, and more"
"Garcia, Phillips and Nichols","Mawalara","Entity.Organization.Company",139666.67,"Range of medicines and pharmaceutical goods"
"Garcia, Tanner and Shaw","Mawalara","Entity.Organization.Company",18955.19,"Complementary medicines, dietary/nutritional supplements and herbal extracts"
"Garcia, Walker and Smith","Oceanus","Entity.Organization.Company",9616.67,"Unknown"
"Garcia, Weiss and Young","Khamposa","Entity.Organization.Company",29811.38,"Barramundi, aquaculture, aquatech, ocean farming, and sustainability"
"Garcia, Williams and Wells","Oceanus","Entity.Organization.Company",5736.67,"Unknown"
"Garcia-Black","Oceanus","Entity.Organization.Company",25066.67,"Sporting or athletic goods and game birds decoys"
"Garcia-Brady","Oceanus","Entity.Organization.Company",23666.67,"Unknown"
"Garcia-Brown","Naraliket","Entity.Organization.FishingCompany",6470.06,"Fish and seafood"
"Garcia-Fisher","Oceanus","Entity.Organization.Company",106778.86,"Metal and non-ferrous metal castings and other foundry related products"
"Garcia-Hickman","Mawalara","Entity.Organization.Company",16166.67,"Medical and hospital equipment and supplies"
"Garcia-Huber","Thessalandia","Entity.Organization.Company",5406.67,"Unknown"
"Garcia-Juarez","Mawalara","Entity.Organization.Company",23066.67,"Footwear"
"Garcia-Kennedy","Lumakari","Entity.Organization.Company",38149.02,"Groceries and related products"
"Garcia-Mendez","Mawalara","Entity.Organization.Company",9146.67,"Unknown"
"Garcia-Myers","Yggdrasonia","Entity.Organization.Company",10272.84,"Pottery products"
"Garcia-Price","Imazam","Entity.Organization.Company",11286.67,"Unknown"
"Garcia-Rasmussen","Isla Solmar","Entity.Organization.Company",447955.46,"Cheeses of different types and healing, and dairy products"
"Garcia-Sanchez","Mawandia","Entity.Organization.FishingCompany",46360.75,"Processing and preserving of seafood products"
"Garcia-Wallace","Oceanus","Entity.Organization.FishingCompany",197434.48,"Offers mutton, poultry, beef, seafood, pork, goat, lamb, specialty food, and protein products"
"Garcia-Young","Mawalara","Entity.Organization.Company",5457.42,"Unknown"
"Gardner Inc","Osterivaria","Entity.Organization.Company",389963.21,"Metal tanks, vessels, and other containers"
"Gardner LLC","Oceanus","Entity.Organization.Company",12476.67,"Unknown"
"Gardner and Sons","Oceanus","Entity.Organization.Company",5397.27,"Unknown"
"Gardner, Ellis and Patrick","Oceanus","Entity.Organization.Company",5056.67,"Unknown"
"Gardner, Erickson and King","Mawalara","Entity.Organization.Company",20144.67,"Stationery and other related products"
"Gardner, Gaines and Archer","Oceanus","Entity.Organization.Company",5306.67,"Unknown"
"Gardner, Smith and Holloway","Oceanus","Entity.Organization.Company",8796.67,"Unknown"
"Gardner-Taylor","Mawalara","Entity.Organization.Company",10679.07,"Unknown"
"Gardner-Wilson","Oceanus","Entity.Organization.Company",18166.67,"Fish and fish products"
"Garner and Sons","Mawandia","Entity.Organization.Company",238144.61,"Tool steel; Molds, die-cast parts, and other extrusion tools"
"Garner, Campbell and Hawkins","Oceanus","Entity.Organization.Company",14231.05,"Operates its business in three divisions: dryers, fluid power products, and sintered products"
"Garner, Martinez and Allen","Oceanus","Entity.Organization.Company",10246.67,"Unknown"
"Garner-Ryan","Oceanus","Entity.Organization.Company",11803.49,"Unknown"
"Garrett, Johnson and Reynolds","Uzifrica","Entity.Organization.Company",19466.67,"Ignition rubber boots; ignition cable; PBT (polybutylene terephthalate) tube; terminals; distributor caps; ignition coil-on-plug boots; assembly parts"
"Garrett, Stewart and Walker","Azurionix","Entity.Organization.LogisticsCompany",35566.67,"Of transformers, including distribution, power, furnace, rectifier, traction power, and locomotive transformers to power utilities, steel mills, cement plants, petro chemical complexes, fertilizer plants, and independent power plants; and static energy meters and metering solutions that support communication through various media for use in residential, commercial, industrial, and special purpose applications"
"Garrett, Wells and Cruz","Oceanus","Entity.Organization.Company",10346.67,"Unknown"
"Garrett-Ramsey","Oceanus","Entity.Organization.Company",5196.67,"Unknown"
"Garrett-Rodriguez","Mawalara","Entity.Organization.Company",12800.68,"Paper stationery products"
"Garrison, Jackson and Pineda","Isla Solmar","Entity.Organization.Company",8995.67,"Unknown"
"Garrison, Ryan and Miller","Oceanus","Entity.Organization.Company",24666.67,"Engineering equipment and systems"
"Garrison-Edwards","Isla Solmar","Entity.Organization.LogisticsCompany",288180.71,"Sea freight transportation services"
"Garrison-Lin","Oceanus","Entity.Organization.Company",18169.77,"Textile testing equipment, laboratory products, and consumables"
"Garza Group","Oceanus","Entity.Organization.Company",4760.67,"Unknown"
"Garza-Brown","Oceanus","Entity.Organization.Company",23511.64,"Unknown"
"Garza-Shea","Rosvandor","Entity.Organization.Company",17619.86,"CNC-controlled plate working machines"
"Gates Group","Oceanus","Entity.Organization.FishingCompany",86043.45,"Frozen seafood products"
"Gates-Rodriguez","Arreciviento","Entity.Organization.Company",15453.7,"Fish hatcheries and preserves"
"Gay Ltd","Mawalara","Entity.Organization.Company",11866.67,"Unknown"
"Gay-Huber","Oceanus","Entity.Organization.FinancialCompany",13841.34,"Investment management services"
"Gentry Inc","Uzifrica","Entity.Organization.Company",106666.67,"Hot melt adhesives"
"Gentry, Brady and Tate","Quornova","Entity.Organization.Company",8181.61,"Operates paperboard mill that manufactures converted paperboard products"
"George LLC","Mawalara","Entity.Organization.Company",7973.91,"Unknown"
"George Ltd","Valtalmo","Entity.Organization.Company",8995.67,"Unknown"
"George and Sons","Naraliket","Entity.Organization.Company",4785.41,"Concrete Sealers, Vinyl Decking Rubber Deck Coating, Deck Coating, Ducan, Vinyl Deck [source: freelance researcher]"
"George, Savage and Adams","Galduzim","Entity.Organization.Company",10109.12,"Unknown"
"George-Brown","Oceanus","Entity.Organization.FishingCompany",72558.21,"Seafood products"
"George-Daugherty","Mawalara","Entity.Organization.Company",8674.28,"Unknown"
"George-Farmer","Imazam","Entity.Organization.Company",64375.66,"Pangasius fillets, pangasius steak, whole pangasius, pangasius portion, pangasius rolled, and pangasius butterfly"
"George-Reed","Oceanus","Entity.Organization.Company",11541.18,"Unknown"
"Gibbs Group","Yggdrasonia","Entity.Organization.LogisticsCompany",52629.96,"Logistics services (global sea freight, global airfreight, multimodal freight, distribution, warehousing and VAS department which provides assembly, product modification, after sales services, return logistics and repairs)"
"Gibbs, Perez and Cooper","Mawandia","Entity.Organization.Company",36278.33,"Grocery and general merchandise items"
"Gibbs, Roberts and Jackson","Oceanus","Entity.Organization.Company",41239.84,"Gelatin supplements and collagen products"
"Gibbs-Howard","Novarctica","Entity.Organization.Company",22765.39,"Variety of goods and grocery merchandise and other related basic food products"
"Gibbs-Mendez","Oceanus","Entity.Organization.Company",93800.66,"Turfgrass and forage seeds"
"Gibbs-Nguyen","Oceanus","Entity.Organization.Company",49998.87,"School and office products"
